imei,total_km,total_duration_min,n_points,n_trips,meaningful_trip_cnt,meaningful_trip_ratio,harsh_brake_cnt,harsh_accel_cnt,severe_brake_cnt,speeding_cnt,harsh_brake_per_km,harsh_accel_per_km,speeding_per_km,km_per_hour,harsh_brake_per_hour,harsh_accel_per_hour,speeding_per_hour,night_ratio,avg_speed,avg_speed_moving,speed_p95_kmh,accel_p95,brake_p95,decel_kmhps_p95,mean_trip_dist_km,mean_trip_duration_min,mean_moving_share
06d7b5f3e85c8c2770286b9338652da5fa5d0876af5071c7cc4e3b0f6ba3bcd3,27.19055555555556,100.03333333333333,968,17,6,0.35294117647058826,1,3,0,0,0.03677747583924156,0.1103324275177247,0.0,16.308897034321895,0.5998000666444518,1.7994001999333555,0.0,0.058823529411764705,7.475543675963972,9.525394750146049,18.026470588235295,0.24771241830065344,0.24934640522875812,0.8976470588235292,1.5994444444444447,5.884313725490196,0.3262352172763614
076eb04931fa706d096ec3f9f270311aeaec1506260de4ffa4e31520d6efcb3d,2.718333333333333,7.216666666666667,94,10,1,0.1,0,0,0,0,0.0,0.0,0.0,22.60046189376443,0.0,0.0,0.0,0.5,3.5294117647058827,3.9319444444444445,5.3,0.06092592592592592,0.07518518518518512,0.2706666666666665,0.27183333333333326,0.7216666666666667,0.3847058823529412
078fceccb096791ccc0372ca8d782951064529bfbb6fb3fb001b61c9ba509f22,5.591388888888889,15.533333333333333,150,11,4,0.36363636363636365,0,0,0,0,0.0,0.0,0.0,21.59763948497854,0.0,0.0,0.0,0.09090909090909091,7.536494818313002,8.771375358920999,13.58181818181818,0.250631313131313,0.26005892255892243,0.9362121212121209,0.5083080808080808,1.412121212121212,0.3023875114784206
08835e6d06dedfc905190ebedea59148a17f12d7970063a94cbb054dc12aa916,53.365,92.31666666666666,986,2,1,0.5,0,0,0,0,0.0,0.0,0.0,34.6838779563098,0.0,0.0,0.0,0.5,17.54467005076142,20.379127358490567,45.0,0.331481481481481,0.3203703703703696,1.1533333333333304,26.6825,46.15833333333333,0.4304568527918782
0979eab335d27daae6182fcaa2f6a916d20e4962f9083c55931356b58efbe124,20.24111111111111,64.76666666666667,647,5,2,0.4,0,0,0,0,0.0,0.0,0.0,18.751415337107563,0.0,0.0,0.0,0.0,8.313699633699633,9.938620164483703,23.379999999999995,0.243611111111111,0.25,0.9,4.048222222222222,12.953333333333333,0.3318803418803419
099235b91b22bf1e91be462582ca657b59076334b7f1993b348f618a60aa0b71,0.0,0.0,2,2,0,0.0,0,0,0,0,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0abe94bf197faeddd30395215a83d02054227bd05cea0ebde0d44dbfe78669b0,51.46319444444444,97.96666666666667,1093,7,3,0.42857142857142855,1,1,0,0,0.019431362759253515,0.019431362759253515,0.0,31.518798911194278,0.6124532153793807,0.6124532153793807,0.0,0.0,12.537457379786957,14.831140503791511,32.685714285714276,0.3539682539682539,0.3988095238095236,1.435714285714285,7.35188492063492,13.995238095238095,0.5035649379018201
0adf5631894ed71c5c6525bb48de38298f8779cb4df5afd682a2971a6c086336,47.47361111111111,93.16666666666666,851,4,4,1.0,1,0,0,0,0.021064333986717768,0.0,0.0,30.573345259391775,0.6440071556350627,0.0,0.0,0.0,23.707112429333545,28.45740740740741,54.375,0.7535879629629624,0.672453703703703,2.4208333333333316,11.868402777777778,23.291666666666664,0.8131320168803249
0b0080edcb8f8d90d0fbcbf0e2d18fdfbb3ffd5f471d30a63e0a1af0c0efa597,19.1075,38.13333333333333,396,9,2,0.2222222222222222,0,0,0,0,0.0,0.0,0.0,30.064248251748253,0.0,0.0,0.0,0.2222222222222222,3.776791412822744,4.495257452574526,7.199999999999999,0.09259259259259259,0.10793455697585484,0.3885644051130774,2.1230555555555557,4.237037037037037,0.11737742964897012
0ba00a4cb71e0cfdef09606e92dce59d9350b64de0ba6d63fd3ce1fd10c3c371,26.65736111111111,57.45,605,11,5,0.45454545454545453,1,0,0,0,0.037513090505541,0.0,0.0,27.840586016826226,1.0443864229765012,0.0,0.0,0.09090909090909091,13.225756482045051,15.809178471167776,24.25909090909091,0.3653198653198652,0.41513687600644117,1.4944927536231887,2.4233964646464647,5.222727272727273,0.5049914398944666
0bdc0427aa1c247f754e23e79eddc87ae3602bf72d4c9dcaca064f378444d711,5.651388888888889,37.25,339,3,3,1.0,0,1,0,0,0.0,0.17694765298599166,0.0,9.102908277404921,0.0,1.610738255033557,0.0,0.0,12.0487900623922,13.406549077964518,29.23333333333333,0.5873456790123456,0.6398148148148147,2.303333333333333,1.8837962962962962,12.416666666666666,0.8806194075807872
0e5cb84f2b9244314a1699ad0fcab5355405dffc5004def5ffeed2fba9ff9816,28.27875,50.78333333333333,470,11,2,0.18181818181818182,0,0,0,0,0.0,0.0,0.0,33.4110600590745,0.0,0.0,0.0,0.18181818181818182,7.6403294194390075,8.431055529403078,15.727272727272727,0.13552188552188557,0.12032828282828287,0.4331818181818182,2.5707954545454546,4.616666666666666,0.43570983810709846
0eda25e486354290f237e4c03bb6a8d245920490d44cb0d119ae35b387904a17,23.90222222222222,64.2,711,4,3,0.75,0,1,0,0,0.0,0.041837114168836,0.0,22.33852544132918,0.0,0.9345794392523364,0.0,0.25,20.48473576155028,22.31844353768761,43.750000000000014,0.4222222222222219,0.42743055555555565,1.5387500000000005,5.975555555555555,16.05,0.8996908602150537
0f5dfd16730259d2dcf67ac42e3647f510f967b57a08dd2d00ab108e732ab09b,43.23805555555556,103.6,1169,9,8,0.8888888888888888,0,0,0,0,0.0,0.0,0.0,25.041344916344922,0.0,0.0,0.0,0.0,16.258185170712252,20.748549421844206,45.02222222222221,0.6961419753086416,0.791666666666666,2.849999999999998,4.804228395061729,11.511111111111111,0.6558838932919049
10456b4f09b29c66ce042959890ebfe0caf4f8bcf8ba06bcd5034fcaf2b310fe,0.0,0.0,1,1,0,0.0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10a9423df927e2c888d114853f68d316b1970bfce4f26f281c39385951fd564b,0.0,0.0,8,8,0,0.0,0,0,0,0,,,,,,,,0.25,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.125
1151325c4a69cefe7e667ebee7d84e389f6370394e406360d44df79d55f3ac06,20.366666666666664,28.133333333333333,300,8,1,0.125,0,0,0,0,0.0,0.0,0.0,43.436018957345965,0.0,0.0,0.0,0.125,6.050341296928328,7.706331877729258,13.25,0.07569444444444443,0.07916666666666651,0.2849999999999994,2.545833333333333,3.5166666666666666,0.22269624573378838
11a5c96073a46911a6de85e4052f43f6e202e620ab31d96db41f1fa5ecd4db5f,51.694722222222225,115.86666666666667,1371,9,4,0.4444444444444444,0,3,0,0,0.0,0.05803300358407531,0.0,26.769418872266975,0.0,1.5535097813578824,0.0,0.1111111111111111,10.583706155814175,11.558463747705646,24.577777777777776,0.32798353909465017,0.3395061728395062,1.2222222222222223,5.743858024691359,12.874074074074075,0.5193031641448118
11cbfb6639ee053d18a0961428cadb2f4546a7ef9cbd439bfa0a3433d5c55736,28.892500000000002,79.51666666666667,883,17,7,0.4117647058823529,0,0,0,0,0.0,0.0,0.0,21.80108991825613,0.0,0.0,0.0,0.058823529411764705,9.160547753650478,12.211540610550276,22.46470588235294,0.39760348583877986,0.45147058823529396,1.6252941176470581,1.699558823529412,4.677450980392157,0.3654842604290196
123f5e6635a72bbf9b72c282173dd81e1bb0a8b0afe3c7ad8832ccb11f6260f7,10.163055555555554,1066.0666666666666,11700,5,0,0.0,0,0,0,0,0.0,0.0,0.0,0.5719936214120442,0.0,0.0,0.0,0.14409365023057824,0.4699586189014259,9.307452692867539,2.8,0.0,0.0,0.0,2.0326111111111107,213.2133333333333,0.02006590084814059
136ac95d0f4b47c7adc43c72e100c0aba951ba9883a8b7f673d0364561849248,29.540277777777778,75.03333333333333,818,9,6,0.6666666666666666,1,1,0,0,0.033852085194414405,0.033852085194414405,0.0,23.621723678365175,0.7996446023989339,0.7996446023989339,0.0,0.0,12.47464864067738,15.609769324922322,27.88888888888889,0.546347736625514,0.4963991769547323,1.7870370370370365,3.282253086419753,8.337037037037037,0.5358385314772225
1397813ba1831a7e5ea4349b05e634dc0fdb7e06324fff8faaadfe4a4192eeec,56.963611111111106,78.31666666666666,867,10,5,0.5,1,2,0,0,0.017555066831164146,0.03511013366232829,0.0,43.640987444137046,0.7661204511598213,1.5322409023196426,0.0,0.2,16.509705214128253,19.55343294962613,37.339999999999996,0.4117592592592592,0.4820370370370369,1.7353333333333332,5.696361111111111,7.831666666666666,0.3604441648956616
1612c6204a3abd78dce7a7dcbcc04c097f66e1d14728948b5d3b189a84e5fa0e,6.556666666666667,17.883333333333333,194,3,2,0.6666666666666666,0,0,0,0,0.0,0.0,0.0,21.998136067101584,0.0,0.0,0.0,0.0,15.583028083028083,17.421793694520968,31.266666666666666,0.5175925925925925,0.5918209876543207,2.1305555555555546,2.1855555555555557,5.961111111111111,0.595970695970696
16963c85100e97721ae7b79f0d6dcb23b28b010a681f62d19f99181cb1b94367,11.405833333333332,37.68333333333334,415,11,4,0.36363636363636365,0,0,0,0,0.0,0.0,0.0,18.16054842989827,0.0,0.0,0.0,0.0,7.0555276227604375,9.732304970906226,18.718181818181815,0.24734848484848468,0.2791666666666666,1.005,1.0368939393939394,3.4257575757575762,0.26381181421804895
16ac833ba1835571659e5986f002bdde592631cc2c70cd51301cb8c6c41bd9a1,4.194444444444445,14.083333333333332,165,4,2,0.5,0,0,0,0,0.0,0.0,0.0,17.869822485207102,0.0,0.0,0.0,0.0,11.392299448867115,12.215132693393564,23.5,0.3224537037037037,0.4351851851851851,1.5666666666666669,1.0486111111111112,3.520833333333333,0.7021968769136558
172653c918f6f83dfa5d8f88835411376c8eaec0629a73cd6c6c4bc14d0f9e88,23.052638888888886,63.050000000000004,587,11,6,0.5454545454545454,0,0,0,0,0.0,0.0,0.0,21.937483478720587,0.0,0.0,0.0,0.09090909090909091,9.957666628301759,13.700318805629704,23.90909090909091,0.3948232323232322,0.5139099326599325,1.8500757575757574,2.0956944444444443,5.731818181818182,0.5626585175668648
17a9ad677089ad9aad0694a217f7c8a15df5690416e0e259013e229b97d26444,47.344166666666666,139.48333333333335,1414,12,7,0.5833333333333334,0,0,0,0,0.0,0.0,0.0,20.36551559326084,0.0,0.0,0.0,0.16666666666666666,10.72626553817256,13.795755257787526,26.799999999999994,0.38135471781305114,0.42445987654320944,1.528055555555554,3.9453472222222223,11.623611111111112,0.4988684860364177
17db81d82afd87657a61b520c5b0970eb298ab920a5f02de0d3bc11255292622,4.17375,29.18333333333333,253,5,4,0.8,1,0,0,0,0.2395926924228811,0.0,0.0,8.581096516276414,2.0559680182752715,0.0,0.0,0.0,12.136463102245475,16.87000835421888,32.98,0.6262962962962962,0.638333333333333,2.297999999999999,0.83475,5.836666666666666,0.5716361456289514
1864e6a32136644f9b257e26831782d69368420421ee2de2a9f19f8d93605e21,141.97125,193.9,1992,17,12,0.7058823529411765,5,3,0,0,0.035218398091162825,0.021131038854697696,0.0,43.931279009798864,1.5471892728210417,0.928313563692625,0.0,0.058823529411764705,21.38844760630075,26.149708062016764,49.858823529411765,0.5734340958605665,0.6130446623093682,2.2069607843137256,8.35125,11.405882352941177,0.6528146110257721
18d9daf2d3c0e7773ef8b0bf52d1495175238066aeff4da0de0692e2583e1932,53.95944444444444,154.0,1634,3,2,0.6666666666666666,0,0,0,0,0.0,0.0,0.0,21.02316017316017,0.0,0.0,0.0,0.0,15.183182928047472,19.306907417911386,48.166666666666664,0.36959876543209774,0.38888888888888884,1.4000000000000001,17.98648148148148,51.333333333333336,0.522389327764064
19625b61d29d780f87c445fa7ccc986b94ba17f5f2fc124ed5e606855aff7fa0,248.81388888888887,118.43333333333334,1335,12,2,0.16666666666666666,1,0,0,0,0.004019068246011634,0.0,0.0,126.05263157894736,0.5066141289051506,0.0,0.0,0.16666666666666666,17.406861401940144,17.617668460925042,23.583333333333332,0.07407407407407406,0.06944444444444442,0.25,20.73449074074074,9.869444444444445,0.4970340245930797
1a9c0b6fa4ddef44877c07c2f6af70a680cb4ae40bb57fab5dda082b3d944574,17.134444444444444,65.98333333333333,647,9,3,0.3333333333333333,0,1,0,0,0.0,0.05836197393165164,0.0,15.580702197524626,0.0,0.9093205354887598,0.0,0.2222222222222222,5.928853044375219,8.5309589336787,18.399999999999995,0.19146090534979415,0.19794238683127555,0.712592592592592,1.903827160493827,7.3314814814814815,0.3446793364532993
1b1556276b3577ccf2b1974f1254bf4ad83fe5c1970527cd90ac2f79f1c62516,12.27375,38.733333333333334,431,5,1,0.2,0,0,0,0,0.0,0.0,0.0,19.012693631669535,0.0,0.0,0.0,0.0,4.310649350649351,5.0752293577981655,10.0,0.13111111111111057,0.12185185185185177,0.4386666666666664,2.4547499999999998,7.746666666666667,0.16987012987012987
1bce7a39e10959b908ce9b260b711238bc15e92d22cd9d6d02f87d6be30ce6a9,8.523171296296296,35.983333333333334,712,5,3,0.6,2,1,0,0,0.23465444145996348,0.11732722072998174,0.0,14.211865060985021,3.33487725798981,1.667438628994905,0.0,0.0,6.3769861173309454,11.040434173669468,26.86166666666664,0.4282407407407406,0.4847222222222213,1.7449999999999968,1.7046342592592592,7.196666666666667,0.34731153903567696
1c5f920d80da0c61c53ee5fe3edee165d9ab9c8aeb6fe9b7db8c2da6ca5d7195,25.063333333333336,53.65,562,8,1,0.125,1,1,0,0,0.03989892272908631,0.03989892272908631,0.0,28.029822926374653,1.1183597390493942,1.1183597390493942,0.0,0.125,4.004287003610108,4.5727225672877845,8.61875,0.12274305555555563,0.14694216342254676,0.5289917883211684,3.132916666666667,6.70625,0.4214801444043321
1cf9940c0ca71f5a4637b4dffdfe11ca738c4cbf778ad8233ee2ebe67b34d2c9,7.435555555555555,27.76666666666667,266,8,1,0.125,0,0,0,0,0.0,0.0,0.0,16.0672268907563,0.0,0.0,0.0,0.375,3.6670719844357977,4.326829268292682,6.61875,0.07847222222222211,0.07663505389718075,0.27588619402985076,0.9294444444444444,3.4708333333333337,0.6622081712062257
1d3df2d7a2c58295becdadf252a092e0bba21cfa990c60d07454a3c0c4164202,55.72111111111111,42.1,442,2,1,0.5,0,0,0,0,0.0,0.0,0.0,79.41250989707046,0.0,0.0,0.0,1.0,40.399092970521544,40.76887871853547,50.0,0.13888888888888892,0.1666666666666668,0.6,27.860555555555553,21.05,0.4954648526077097
1d647370d3a07f7b159ec500dbbb89fb3cac7d242e20207d84b45c113bdccf8c,15.641944444444444,42.5,467,4,2,0.5,0,0,0,0,0.0,0.0,0.0,22.082745098039215,0.0,0.0,0.0,0.25,15.008787572671423,17.870387616410774,28.5,0.22916666666666669,0.25138888888888894,0.9050000000000002,3.910486111111111,10.625,0.5909938976621449
1df5fd4d6f3e4164b30ef71c2e3845ebaee196f868bcc4fcd6b507ba8da9bab2,1.6402777777777777,10.3,113,5,2,0.4,0,0,0,0,0.0,0.0,0.0,9.555016181229773,0.0,0.0,0.0,0.2,3.876322751322751,6.1690878378378375,11.139999999999997,0.174537037037037,0.19027777777777777,0.6849999999999999,0.32805555555555554,2.06,0.25066137566137564
1e4cd4c576635bd31d57e8a8922f22e1984d0f985e3e5c0262413d7b523c41d2,118.1298611111111,159.56666666666666,1688,13,4,0.3076923076923077,1,0,0,0,0.008465260100995258,0.0,0.0,44.41899937330269,0.3760183831209526,0.0,0.0,0.3076923076923077,14.646045233736366,18.478371208217165,32.98461538461539,0.22243589743589742,0.28915598290598277,1.040961538461538,9.086912393162391,12.274358974358973,0.48503418381291064
1e7e7432192ce087fa0b4b04d62a15279c3ac24eeb7b09ef18df0ff55fe036e9,29.007222222222218,37.583333333333336,431,13,1,0.07692307692307693,0,0,0,0,0.0,0.0,0.0,46.30864745011086,0.0,0.0,0.0,0.3076923076923077,3.6515513126491643,3.8734177215189876,6.6923076923076925,0.055555555555555546,0.0641025641025641,0.23076923076923078,2.231324786324786,2.8910256410256414,0.07251698182485772
20d1d73cfda9f31a9ad680403ae96e727ffca215691a8acd17a1a01ca113aa12,31.494166666666665,58.650000000000006,678,8,3,0.375,0,0,0,0,0.0,0.0,0.0,32.21909633418584,0.0,0.0,0.0,0.125,8.228100901487998,9.183204408931203,16.643749999999994,0.17204861111111097,0.1964988425925925,0.7073958333333331,3.936770833333333,7.331250000000001,0.3798366731834474
2197fd2f047e4d7f71498ce7a1ec5a716d384651f03bbe252a8d8096db258e41,0.0,0.0,3,3,0,0.0,0,0,0,0,,,,,,,,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21ec72fee126e67bf77626cfea88096434f419f941ad5676e5f240e761aad271,3.8855555555555554,23.583333333333336,245,8,3,0.375,0,0,0,0,0.0,0.0,0.0,9.885512367491165,0.0,0.0,0.0,0.0,4.827116973965491,6.537231613364397,11.174999999999997,0.22112268518518507,0.24288194444444416,0.874374999999999,0.48569444444444443,2.947916666666667,0.6437647923347076
22fb911fd76eb7111f50410acc79d43cb5e05a779f31d7905a9c940293b53705,5.506388888888888,30.200000000000003,293,13,5,0.38461538461538464,0,0,0,0,0.0,0.0,0.0,10.939845474613684,0.0,0.0,0.0,0.07692307692307693,4.829960019190789,7.7973807866341796,12.284615384615384,0.2414529914529913,0.17334147334147307,0.6240293040293032,0.423568376068376,2.3230769230769233,0.37673436750359823
244390a1e8aa42181c7d1688844df968190c4ff13ebce0988082afaf6b624548,5.672777777777777,19.433333333333334,239,13,2,0.15384615384615385,0,0,0,0,0.0,0.0,0.0,17.514579759862777,0.0,0.0,0.0,0.23076923076923078,3.005557499825016,4.008399352585399,6.8538461538461535,0.09725783475783471,0.13974358974358958,0.5030769230769224,0.4363675213675213,1.494871794871795,0.33243508084272416
2498fda3cbd4708563ee7094529d0237a706bb6841299ab1c51e8376db80d919,21.292916666666663,107.66666666666667,1196,13,4,0.3076923076923077,0,0,0,0,0.0,0.0,0.0,11.866021671826623,0.0,0.0,0.0,0.23076923076923078,3.3663588406905376,7.322363314161956,11.96923076923077,0.14052591673559414,0.15940170940170917,0.5738461538461531,1.6379166666666665,8.282051282051283,0.29360676300119837
24b224dcab103eef3a1d9d4e2de9b92d2a4144e73ec34fddc02c8e16a8a83f97,9.528611111111111,23.166666666666668,264,1,1,1.0,1,0,0,0,0.10494708917587384,0.0,0.0,24.67841726618705,2.5899280575539567,0.0,0.0,1.0,26.83712121212121,40.48571428571429,75.0,1.2458333333333331,1.3680555555555545,4.924999999999997,9.528611111111111,23.166666666666668,0.6628787878787878
24bd5089bd4204a3608dd9d6c971864d2ef76046d2e471993ca14c58d2406e4e,2.2752777777777777,21.3,157,11,3,0.2727272727272727,0,0,0,0,0.0,0.0,0.0,6.40923317683881,0.0,0.0,0.0,0.0,3.5937892752408875,6.364111498257839,9.354545454545455,0.11199494949494948,0.14803123830901604,0.5329124579124578,0.20684343434343433,1.9363636363636365,0.3659024260197281
24ef8100cb99913162fb109913aa0e6b1a60b010493a5e12e4a54e6b903bd149,2.243333333333333,9.033333333333333,72,5,2,0.4,0,0,0,0,0.0,0.0,0.0,14.900369003690036,0.0,0.0,0.0,0.0,9.192167832167831,9.754402515723271,14.0,0.1907407407407407,0.1399999999999999,0.5039999999999998,0.44866666666666666,1.8066666666666666,0.3773426573426574
250eb64df0a8df4927b310b156e3cd4c8a2fe355b4069a9fd4dde76ea7ad7868,20.253888888888888,35.7,382,13,2,0.15384615384615385,0,0,0,0,0.0,0.0,0.0,34.040149393090566,0.0,0.0,0.0,0.23076923076923078,6.001540832049307,7.339806611927399,13.076923076923077,0.1769230769230768,0.1733974358974359,0.6242307692307691,1.557991452991453,2.746153846153846,0.27997021401590305
2560442625ef65e639a0270ca80528f3c825bffb805e0e69b1226f403522e38a,0.9497222222222222,7.3,58,5,2,0.4,0,0,0,0,0.0,0.0,0.0,7.805936073059361,0.0,0.0,0.0,0.2,5.764444444444445,8.35960591133005,18.689999999999994,0.12694444444444436,0.2559259259259259,0.9213333333333333,0.18994444444444444,1.46,0.6688888888888889
25dc52592c448e8544466201b57af946c6cefafc572c1a0c81ba3262337cbf5b,6.8999999999999995,35.53333333333334,365,3,3,1.0,0,0,0,0,0.0,0.0,0.0,11.65103189493433,0.0,0.0,0.0,0.0,11.738308880651942,16.02416325496982,38.633333333333326,0.404320987654321,0.42453703703703677,1.5283333333333327,2.3,11.844444444444447,0.7279412559300603
26444bb4fd334903f82697df1f8d3702154233d7898c7171b669b2766326e035,41.09361111111111,175.13333333333333,1871,18,7,0.3888888888888889,1,0,0,0,0.024334683006955665,0.0,0.0,14.078511610201751,0.34259611724400457,0.0,0.0,0.3888888888888889,10.01986275097294,13.570500780067363,22.777777777777768,0.2841306584362139,0.3385030864197529,1.2186111111111106,2.282978395061728,9.72962962962963,0.40251925731529686
266b9ebb6a939057e35fd8b117085d72e5fdaec17136271868c0bf1ad416c9d7,0.0,0.0,9,9,0,0.0,0,0,0,0,,,,,,,,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
267ade957927a0c8716521cc762ab5b4fac830311285ba703f02bf30df2ab6b8,0.4222222222222222,17.366666666666667,162,7,1,0.14285714285714285,0,0,0,0,0.0,0.0,0.0,1.4587332053742803,0.0,0.0,0.0,0.2857142857142857,0.8296703296703296,1.554006968641115,2.142857142857143,0.04166666666666668,0.04662698412698413,0.16785714285714287,0.06031746031746032,2.480952380952381,0.3232600732600733
26c26e4807530334068013b1342a78fc686e5d45ecca69e47536c7cc9cac3a04,0.0,0.0,2,2,0,0.0,0,0,0,0,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
278a491c4b7a3484f2c9010f8a88a9ec65e53508635bcad082112467d087cac6,33.99805555555556,28.916666666666668,317,1,1,1.0,1,0,0,0,0.02941344684745042,0.0,0.0,70.5435158501441,2.07492795389049,0.0,0.0,0.0,68.82649842271293,70.83766233766234,137.0,1.1296296296296284,1.2296296296296285,4.426666666666661,33.99805555555556,28.916666666666668,0.9716088328075709
2b78ac24b7af0af6dac6e0c9d21b5434930138d5d1582402bc27475703fa45d1,0.0,0.0,2,2,0,0.0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2be1145a4bf4a3d0d7cd3fa6cbbf414c8dd64a18a17c4dc95ab37b349a061583,86.89916666666666,139.71666666666667,1517,11,3,0.2727272727272727,0,1,0,0,0.0,0.011507590214712456,0.0,37.31802457354169,0.0,0.4294405344148873,0.0,0.36363636363636365,9.405945709304712,10.755543111506883,20.972727272727255,0.16700336700336693,0.17024410774410767,0.6128787878787874,7.899924242424242,12.701515151515151,0.41266921851074245
2c08c5f5d302e517964fe65a4660f15010dfb6e99c037d130ee6465e366b0be9,11.525555555555556,24.9,257,9,3,0.3333333333333333,0,0,0,0,0.0,0.0,0.0,27.772423025435074,0.0,0.0,0.0,0.0,10.317067204794228,13.744917460706935,26.322222222222216,0.24814814814814795,0.29233539094650196,1.052407407407407,1.2806172839506174,2.7666666666666666,0.25129945575735335
2c824d32c12f5fc75ddf3d42e232aac92a0b0a917253e42cdf7050d2d4b21cac,6.223333333333333,14.583333333333334,163,4,1,0.25,0,0,0,0,0.0,0.0,0.0,25.604571428571425,0.0,0.0,0.0,0.25,6.746875,6.875796178343949,13.299999999999983,0.15277777777777776,0.23611111111111108,0.85,1.5558333333333332,3.6458333333333335,0.2453125
